"""ID""",ID_Ekm,product_name,Brand,Amazon_full_Name,Color,RAM,STORAGE,AMZ_PRICE,AMZ_RATING,IMG1,IMG2,IMG3,IMG4,IMG5,IMG6,URL,id,store_name,price,processor,display,front_camera,rear_camera,dimensions,weight,chipset,cores,cpu,architecture,Graphics,operating_system,custom_ui,expandable_memory,display_type,resolution,aspect_ratio,touchscreen,color_reproduction,pixel_density,screen_to_body_per,protection,brightness,bezzel_less_display,flash,sensor,camera_features,shooting_modes,image_stabilization,video_quality,charging_speed,battery_capacity,wireless_charging,fast_chraging,removable,wifi,bluetooth,GPS,infrared,wifi_features,sim,network,voice_over_lte,usb_otg_support,speaker,audio_jack,fingerprint_sensor,other_sensor,face_unlock,water_resistant,colors,launch_date,battery_type,USB
SMP-1,EKM_AMZPPB_172,Xiaomi Redmi Note 10,Xiaomi Redmi,"Redmi Note 10 (Frost White, 4GB RAM, 64GB Storage) - Super Amoled Dot Display | 48MP Sony Sensor IMX582 | Snapdragon 678 Processor",Frost White, 4GB RAM, 64GB Storage,"Rs. 13,999",4.2 out of 5 stars,EKM_AMZPPB_172_0,EKM_AMZPPB_172_1,EKM_AMZPPB_172_2,EKM_AMZPPB_172_3,EKM_AMZPPB_172_4,EKM_AMZPPB_172_5,https://www.amazon.in/Test-Exclusive_2020_1141-Multi-3GB-Storage/dp/B089MS8VY3/ref=sr_1_145?dchild=1&keywords=mobiles&qid=1631127775&refinements=p_89%3AASUS%7CBlackBerry%7CCoolpad%7CGIONEE%7CGeneric%7CGoogle%7CHEEMAX%7CIKALL%7CIntex%7CLava%7CMI%7CMicromax%7CMoto%7CMotorola%7CNillkin%7CNokia%7COnePlus%7COppo%7CPHILIPS%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7CZiox%7CZopo%7CiQOO%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-145,SMP-1,Amazon.in,"?13,999",Qualcomm Snapdragon 678,6.43 inches (16.33 cms),"Single (13 MP, f/2.45, Wide Angle Camera(3"" sensor size, 1.12 m pixel size))","Quad (48 MP, f/1.79 Camera + 8 MP, f/2.2, Wide Angle, Ultra-Wide Angle Camera(4.0"" sensor size, 1.12µm pixel size) + 2 MP, f/2.4 Camera(5.0"" sensor size, 1.12µm pixel size) + 2 MP, f/2.4, depth Camera(5.0"" sensor size, 1.75µm pixel size))",6.31 x 2.93 x 0.33 inch (160.4 x 74.5 x 8.3 mm),178.8 grams,Qualcomm Snapdragon 678,8 (Octa Core),"2.2GHz, Dual core, Kryo 460 + 1.7GHz, Hexa Core, Kryo 460",64-bit,Adreno 612,Android v11,MIUI,"Yes, Up to 512 GB (Dedicated)",Super AMOLED,1080 x 2400 pixels,20:09,"Yes, Capacitive, Multi-touch",16M Colors,409 pixels per inch (ppi),83.53%,Corning Gorilla Glass v3,1100 nits,"Yes, with Punch-hole",Rear (LED Flash),Exmor-RS CMOS Sensor,"Auto Flash, Auto Focus, Face detection, Touch to focus","Continuos Shooting, High Dynamic Range mode (HDR)",,"Rear: 3840x2160 @ 30 fps, 1920x1080 @ 60 fps, Front: 1920x1080 @ 30 fps, 1280x720 @ 30 fps",100 % in 74 minutes (claimed by Brand),5000 mAh,No,"Yes, 33W",No,Yes with a/ac/b/g/n,Bluetooth v5.0,"Yes with A-GPS, Glonass",Yes,Mobile Hotspot,Dual SIM (SIM1: Nano) (SIM2: Nano),"4G: Available (supports Indian bands), 3G: Available, 2G: Available",Yes,,Yes,"Yes, 3.5mm","Yes, Side","Light sensor, Proximity sensor, Accelerometer, Compass, Gyroscope",Yes,"Yes, Splash proof, IP53","Frost White, Aqua Green, Shadow Black",16-Mar-21,Li-Polymer,"USB Type-C, Mass storage device, USB charging"
SMP-3,EKM_AMZPPB_403,Xiaomi Redmi Note 10 Pro,Xiaomi Redmi,"Redmi Note 10 Pro (Vintage Bronze, 6GB RAM, 128GB Storage) -120Hz Super Amoled Display | 64MP Camera with 5MP Super Tele-Macro",Vintage Bronze, 6GB RAM, 128GB Storage,"Rs. 17,999",4.2 out of 5 stars,EKM_AMZPPB_403_0,EKM_AMZPPB_403_1,EKM_AMZPPB_403_2,EKM_AMZPPB_403_3,EKM_AMZPPB_403_4,EKM_AMZPPB_403_5,https://www.amazon.in/Test-Exclusive_2020_1153-Multi-3GB-Storage/dp/B089MSK43J/ref=sr_1_368?dchild=1&keywords=mobiles&qid=1631127802&refinements=p_89%3AASUS%7CBlackBerry%7CCoolpad%7CGIONEE%7CGeneric%7CGoogle%7CHEEMAX%7CIKALL%7CIntex%7CLava%7CMI%7CMicromax%7CMoto%7CMotorola%7CNillkin%7CNokia%7COnePlus%7COppo%7CPHILIPS%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7CZiox%7CZopo%7CiQOO%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-368,SMP-3,Tata CliQ,"?17,989",Qualcomm Snapdragon 732G,6.67 inches (16.94 cms),"Single (16 MP, f/2.45, Wide Angle Camera(3"" sensor size, 1 m pixel size))","Quad (64 MP, f/1.9, Wide Angle Camera + 8 MP, f/2.2, Wide Angle, Ultra-Wide Angle Camera(4.0"" sensor size, 1.12µm pixel size) + 5 MP, f/2.4 Camera + 2 MP, f/2.4, depth Camera)",6.48 x 3 x 0.32 inch (164.5 x 76.1 x 8.1 mm),192 grams,Qualcomm Snapdragon 732G,8 (Octa Core),"2.3GHz, Dual core, Kryo 470 + 1.8GHz, Hexa Core, Kryo 470",64-bit,Adreno 618,Android v11,MIUI,"Yes, microSD, Up to 512 GB (Dedicated)","Super AMOLED, HDR 10+",1080 x 2400 pixels,20:09,"Yes, Capacitive, Multi-touch",16M Colors,395 pixels per inch (ppi),85.80%,Corning Gorilla Glass v5,1200 nits,"Yes, with Punch-hole",Rear (LED Flash),ISOCELL Plus,"Auto Flash, Auto Focus, Face detection, Touch to focus","Continuos Shooting, High Dynamic Range mode (HDR)",,"Rear: 3840x2160 @ 30 fps, 1920x1080 @ 60 fps, Front: 1920x1080 @ 30 fps, 1280x720 @ 30 fps",100 % in 74 minutes (claimed by Brand),5020 mAh,No,"Yes, 33W",No,Yes with a/ac/b/g/n,Bluetooth v5.0,"Yes with A-GPS, Glonass",Yes,Mobile Hotspot,Dual SIM (SIM1: Nano) (SIM2: Nano),"4G: Available (supports Indian bands), 3G: Available, 2G: Available",Yes,,Yes,"Yes, 3.5mm","Yes, Side","Light sensor, Proximity sensor, Accelerometer, Compass, Gyroscope",Yes,"Yes, Splash proof, IP53","Vintage Bronze, Glacial Blue, Dark Night, Dark Nebula",17-Mar-21,Li-Polymer,"USB Type-C, Mass storage device, USB charging"
SMP-4,EKM_AMZPPB_165,Xiaomi Redmi Note 10S,Xiaomi Redmi,"Redmi Note 10S (Shadow Black, 6GB RAM, 128GB Storage) - Super Amoled Display | 64 MP Quad Camera |NCEMI Offer on HDFC Cards | 6 Month Free Screen Replacement (Prime only) | Alexa Built in",Shadow Black, 6GB RAM, 128GB Storage,"Rs. 16,499",4.1 out of 5 stars,EKM_AMZPPB_165_0,EKM_AMZPPB_165_1,EKM_AMZPPB_165_2,EKM_AMZPPB_165_3,EKM_AMZPPB_165_4,EKM_AMZPPB_165_5,https://www.amazon.in/Redmi-Shadow-Black-128GB-Storage/dp/B0948N6FWS/ref=sr_1_137?dchild=1&keywords=mobiles&qid=1631127775&refinements=p_89%3AASUS%7CBlackBerry%7CCoolpad%7CGIONEE%7CGeneric%7CGoogle%7CHEEMAX%7CIKALL%7CIntex%7CLava%7CMI%7CMicromax%7CMoto%7CMotorola%7CNillkin%7CNokia%7COnePlus%7COppo%7CPHILIPS%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7CZiox%7CZopo%7CiQOO%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-137,SMP-4,Amazon.in,"?14,999",MediaTek Helio G95,6.43 inches (16.33 cms),"Single (13 MP, f/2.45, Wide Angle Camera(3"" sensor size, 1.12 m pixel size))","Quad (64 MP, f/1.79 Camera + 8 MP, f/2.2, Wide Angle, Ultra-Wide Angle Camera(4.0"" sensor size, 1.12µm pixel size) + 2 MP, f/2.4 Camera + 2 MP, f/2.4, depth Camera)",6.31 x 2.93 x 0.32 inch (160.4 x 74.5 x 8.2 mm),178.8 grams,MediaTek Helio G95,8 (Octa Core),"2.05GHz, Dual core, Cortex A76 + 2GHz, Hexa Core, Cortex A55",64-bit,Mali-G76 MC4,Android v11,MIUI,"Yes, microSD, Up to 512 GB (Dedicated)",AMOLED,1080 x 2400 pixels,20:09,"Yes, Capacitive, Multi-touch",16M Colors,409 pixels per inch (ppi),83.53%,Corning Gorilla Glass v3,1100 nits,"Yes, with Punch-hole",Rear (LED Flash),"Light sensor, Proximity sensor, Accelerometer, Compass, Gyroscope","Auto Flash, Auto Focus, Face detection, Touch to focus","Continuos Shooting, High Dynamic Range mode (HDR)",,"Rear: 3840x2160 @ 30 fps, 1920x1080 @ 60 fps, Front: 1920x1080 @ 30 fps, 1280x720 @ 30 fps",54 % in 30 minutes (claimed by Brand),5000 mAh,No,"Yes, 33W",No,Yes with ac/b/g/n/n 5GHz,Bluetooth v5.0,"Yes with A-GPS, Glonass",Yes,Mobile Hotspot,Dual SIM (SIM1: Nano) (SIM2: Nano),"4G: Available (supports Indian bands), 3G: Available, 2G: Available",Yes,Yes,Yes,"Yes, 3.5mm","Yes, Side","Light sensor, Proximity sensor, Accelerometer, Compass, Gyroscope",Yes,"Yes, Splash proof, IP53","Shadow Black, Frost White, Deep Sea Blue, Cosmic Purple",15-May-21,Li-Polymer,"USB Type-C, Mass storage device, USB charging, USB On-The-Go"
SMP-5,EKM_AMZPPB_43,Xiaomi Redmi 9 Power,Xiaomi Redmi,"Redmi 9 Power (Fiery Red, 4GB RAM, 64GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Alexa Hands-Free Capable",Fiery Red, 4GB RAM, 64GB Storage,"Rs. 11,499",4.2 out of 5 stars,EKM_AMZPPB_43_0,EKM_AMZPPB_43_1,EKM_AMZPPB_43_2,EKM_AMZPPB_43_3,EKM_AMZPPB_43_4,EKM_AMZPPB_43_5,https://www.amazon.in/Test-Exclusive_2020_1114-Multi-3GB-Storage/dp/B089MSG569/ref=sr_1_38?dchild=1&keywords=mobiles&qid=1631127764&refinements=p_89%3AASUS%7CBlackBerry%7CCoolpad%7CGIONEE%7CGeneric%7CGoogle%7CHEEMAX%7CIKALL%7CIntex%7CLava%7CMI%7CMicromax%7CMoto%7CMotorola%7CNillkin%7CNokia%7COnePlus%7COppo%7CPHILIPS%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7CZiox%7CZopo%7CiQOO%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-38,SMP-5,Amazon.in,"?11,499",Qualcomm Snapdragon 662,6.53 inches (16.59 cms),"Single (8 MP, f/2.0, Wide Angle Camera(27 mm focal length, 4.0"" sensor size, 1.12 m pixel size))","Quad (48 MP, f/1.79, Wide Angle Camera + 8 MP, f/2.2, Wide Angle, Ultra-Wide Angle Camera(4.0"" sensor size, 1.12µm pixel size) + 2 MP, f/2.4 Camera + 2 MP, f/2.4, depth Camera)",6.39 x 3.04 x 0.38 inch (162.3 x 77.3 x 9.6 mm),198 grams,Qualcomm Snapdragon 662,8 (Octa Core),"2GHz, Quad core, Kryo 260 + 1.8GHz, Quad core, Kryo 260",64-bit,Adreno 610,Android v10 (Q),MIUI,"Yes, Up to 512 GB (Dedicated)",IPS LCD,1080 x 2340 pixels,19.5:9,"Yes, Capacitive, Multi-touch",16M Colors,395 pixels per inch (ppi),83.25%,Corning Gorilla Glass v3,400 nits,"Yes, with Waterdrop notch",Rear (LED Flash),ISOCELL Plus,"Auto Flash, Auto Focus, Face detection, Touch to focus","Continuos Shooting, High Dynamic Range mode (HDR)",,"Rear: 1920x1080 @ 30 fps, Front: 1920x1080 @ 30 fps",20% to 100% in 02h 46m 52s (in-house tested),6000 mAh,No,"Yes, 18W",No,Yes with ac/b/g/n/n 5GHz,Bluetooth v5.0,"Yes with A-GPS, Glonass",Yes,"Wi-Fi Direct, Mobile Hotspot",Dual SIM (SIM1: Nano) (SIM2: Nano),"4G: Available (supports Indian bands), 3G: Available, 2G: Available",Yes,,Yes,"Yes, 3.5mm","Yes, Side","Light sensor, Proximity sensor, Accelerometer, Compass",Yes,"Yes, Splash proof","Mighty Black, Fiery Red, Electric Green, Blazing Blue",22-Dec-20,Li-Polymer,"USB Type-C, Mass storage device, USB charging"
SMP-8,EKM_AMZPPB_172,Xiaomi Redmi Note 10,Xiaomi Redmi,"Redmi Note 10 (Frost White, 4GB RAM, 64GB Storage) - Super Amoled Dot Display | 48MP Sony Sensor IMX582 | Snapdragon 678 Processor",Frost White, 4GB RAM, 64GB Storage,"Rs. 13,999",4.2 out of 5 stars,EKM_AMZPPB_172_0,EKM_AMZPPB_172_1,EKM_AMZPPB_172_2,EKM_AMZPPB_172_3,EKM_AMZPPB_172_4,EKM_AMZPPB_172_5,https://www.amazon.in/Test-Exclusive_2020_1141-Multi-3GB-Storage/dp/B089MS8VY3/ref=sr_1_145?dchild=1&keywords=mobiles&qid=1631127775&refinements=p_89%3AASUS%7CBlackBerry%7CCoolpad%7CGIONEE%7CGeneric%7CGoogle%7CHEEMAX%7CIKALL%7CIntex%7CLava%7CMI%7CMicromax%7CMoto%7CMotorola%7CNillkin%7CNokia%7COnePlus%7COppo%7CPHILIPS%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7CZiox%7CZopo%7CiQOO%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-145,SMP-8,Amazon.in,"?13,999",Qualcomm Snapdragon 678,6.43 inches (16.33 cms),"Single (13 MP, f/2.45, Wide Angle Camera(3"" sensor size, 1.12 m pixel size))","Quad (48 MP, f/1.79 Camera + 8 MP, f/2.2, Wide Angle, Ultra-Wide Angle Camera(4.0"" sensor size, 1.12µm pixel size) + 2 MP, f/2.4 Camera(5.0"" sensor size, 1.12µm pixel size) + 2 MP, f/2.4, depth Camera(5.0"" sensor size, 1.75µm pixel size))",6.31 x 2.93 x 0.33 inch (160.4 x 74.5 x 8.3 mm),178.8 grams,Qualcomm Snapdragon 678,8 (Octa Core),"2.2GHz, Dual core, Kryo 460 + 1.7GHz, Hexa Core, Kryo 460",64-bit,Adreno 612,Android v11,MIUI,"Yes, Up to 512 GB (Dedicated)",Super AMOLED,1080 x 2400 pixels,20:09,"Yes, Capacitive, Multi-touch",16M Colors,409 pixels per inch (ppi),83.53%,Corning Gorilla Glass v3,1100 nits,"Yes, with Punch-hole",Rear (LED Flash),Exmor-RS CMOS Sensor,"Auto Flash, Auto Focus, Face detection, Touch to focus","Continuos Shooting, High Dynamic Range mode (HDR)",,"Rear: 3840x2160 @ 30 fps, 1920x1080 @ 60 fps, Front: 1920x1080 @ 30 fps, 1280x720 @ 30 fps",100 % in 74 minutes (claimed by Brand),5000 mAh,No,"Yes, 33W",No,Yes with a/ac/b/g/n,Bluetooth v5.0,"Yes with A-GPS, Glonass",Yes,Mobile Hotspot,Dual SIM (SIM1: Nano) (SIM2: Nano),"4G: Available (supports Indian bands), 3G: Available, 2G: Available",Yes,,Yes,"Yes, 3.5mm","Yes, Side","Light sensor, Proximity sensor, Accelerometer, Compass, Gyroscope",Yes,"Yes, Splash proof, IP53","Frost White, Aqua Green, Shadow Black",16-Mar-21,Li-Polymer,"USB Type-C, Mass storage device, USB charging"
SMP-9,EKM_AMZPPB_587,Xiaomi Redmi Note 10 Pro Max,Xiaomi Redmi,"Redmi Note 10 Pro Max (Dark Night, 6GB RAM, 128GB Storage) -108MP Quad Camera | 120Hz Super Amoled Display",Dark Night, 6GB RAM, 128GB Storage,"Rs. 19,999",4.1 out of 5 stars,EKM_AMZPPB_587_0,EKM_AMZPPB_587_1,EKM_AMZPPB_587_2,EKM_AMZPPB_587_3,EKM_AMZPPB_587_4,EKM_AMZPPB_587_5,https://www.amazon.in/Test-Exclusive_2020_1157-Multi-3GB-Storage/dp/B089MV3Q2G/ref=sr_1_578?dchild=1&keywords=mobiles&qid=1631127826&refinements=p_89%3AASUS%7CBlackBerry%7CCoolpad%7CGIONEE%7CGeneric%7CGoogle%7CHEEMAX%7CIKALL%7CIntex%7CLava%7CMI%7CMicromax%7CMoto%7CMotorola%7CNillkin%7CNokia%7COnePlus%7COppo%7CPHILIPS%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7CZiox%7CZopo%7CiQOO%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-578,SMP-9,,,Qualcomm Snapdragon 732G,6.67 inches (16.94 cms),"Single (16 MP, f/2.45, Wide Angle Camera(3"" sensor size, 1 m pixel size))","Quad (108 MP, f/1.9, Wide Angle Camera + 8 MP, f/2.2, Wide Angle, Ultra-Wide Angle Camera(4.0"" sensor size, 1.12µm pixel size) + 5 MP, f/2.4 Camera + 2 MP, f/2.4, depth Camera)",6.48 x 3 x 0.32 inch (164.5 x 76.1 x 8.1 mm),192 grams,Qualcomm Snapdragon 732G,8 (Octa Core),"2.3GHz, Dual core, Kryo 470 + 1.8GHz, Hexa Core, Kryo 470",64-bit,Adreno 618,Android v11,MIUI,"Yes, microSD, Up to 512 GB (Dedicated)","Super AMOLED, HDR 10+",1080 x 2400 pixels,20:09,"Yes, Capacitive, Multi-touch",16M Colors,395 pixels per inch (ppi),85.80%,Corning Gorilla Glass v5,1200 nits,"Yes, with Punch-hole",Rear (LED Flash),ISOCELL Plus,"Auto Flash, Auto Focus, Face detection, Touch to focus","Continuos Shooting, High Dynamic Range mode (HDR)",,"Rear: 3840x2160 @ 30 fps, 1920x1080 @ 60 fps, Front: 1920x1080 @ 30 fps, 1280x720 @ 30 fps",100 % in 75 minutes (claimed by Brand),5020 mAh,No,"Yes, 33W",No,Yes with a/ac/b/g/n,Bluetooth v5.0,"Yes with A-GPS, Glonass",Yes,Mobile Hotspot,Dual SIM (SIM1: Nano) (SIM2: Nano),"4G: Available (supports Indian bands), 3G: Available, 2G: Available",Yes,,Yes,"Yes, 3.5mm","Yes, Side","Light sensor, Proximity sensor, Accelerometer, Compass, Gyroscope",Yes,"Yes, Splash proof, IP53","Vintage Bronze, Glacial Blue, Dark Night, Dark Nebula",18-Mar-21,Li-Polymer,"USB Type-C, Mass storage device, USB charging"
SMP-12,EKM_AMZPPB_5,Xiaomi Redmi 9 Prime,Xiaomi Redmi,"Redmi 9 Prime (Matte Black, 4GB RAM, 64GB Storage) - Full HD+ Display & AI Quad Camera",Matte Black, 4GB RAM, 64GB Storage,"Rs. 10,499",4.3 out of 5 stars,EKM_AMZPPB_5_0,EKM_AMZPPB_5_1,EKM_AMZPPB_5_2,EKM_AMZPPB_5_3,EKM_AMZPPB_5_4,EKM_AMZPPB_5_5,https://www.amazon.in/Redmi-Prime-Matte-Black-Storage/dp/B086982VLG/ref=sr_1_6?dchild=1&keywords=mobiles&qid=1631127762&refinements=p_89%3AASUS%7CBlackBerry%7CCoolpad%7CGIONEE%7CGeneric%7CGoogle%7CHEEMAX%7CIKALL%7CIntex%7CLava%7CMI%7CMicromax%7CMoto%7CMotorola%7CNillkin%7CNokia%7COnePlus%7COppo%7CPHILIPS%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7CZiox%7CZopo%7CiQOO%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-6,SMP-12,Amazon.in,"?10,499",MediaTek Helio G80,6.53 inches (16.59 cms),"Single (8 MP, f/2.0 Camera(27 mm focal length))","Quad (13 MP, f/2.2, Wide Angle Camera + 8 MP, f/2.2, Wide Angle, Ultra-Wide Angle Camera(4.0"" sensor size, 1.12µm pixel size) + 5 MP, f/2.4 Camera + 2 MP, f/2.4, depth Camera)",6.43 x 3.03 x 0.36 inch (163.3 x 77 x 9.1 mm),198 grams,MediaTek Helio G80,8 (Octa Core),"2GHz, Dual core, Cortex A75 + 1.8GHz, Hexa Core, Cortex A55",64-bit,Mali-G52,Android v10 (Q),MIUI,"Yes, microSD, Up to 512 GB (Dedicated)",IPS LCD,1080 x 2340 pixels,19.5:9,"Yes, Capacitive, Multi-touch",16M Colors,395 pixels per inch (ppi),83.06%,Corning Gorilla Glass v3,400 nits,"Yes, with Waterdrop notch",Rear (LED Flash),"Light sensor, Proximity sensor, Accelerometer, Compass","Auto Flash, Auto Focus, Face detection, Touch to focus","Continuos Shooting, High Dynamic Range mode (HDR)",,"Rear: 1920x1080 @ 30 fps, Front: 1920x1080 @ 30 fps",20% to 100% in 02h 52m 44s (in-house tested),5020 mAh,No,"Yes, 18W",No,Yes with ac/b/g/n/n 5GHz,Bluetooth v5.0,"Yes with A-GPS, Glonass",Yes,"Wi-Fi Direct, Mobile Hotspot",Dual SIM (SIM1: Nano) (SIM2: Nano),"4G: Available (supports Indian bands), 3G: Available, 2G: Available",Yes,,Yes,"Yes, 3.5mm","Yes, Rear","Light sensor, Proximity sensor, Accelerometer, Compass",Yes,"Yes, Splash proof","Space Blue, Mint Green, Sunrise Flare, Matte Black",6-Aug-20,Li-ion,"USB Type-C, Mass storage device, USB charging"
